category,job_title,job_description,job_skill_set,group_labels
0,chief human resource officer,"reports to the ceo and serves as the on-site executive with organization-wide responsibility and authority for all areas related to human resources. this position is responsible for the overall administration, coordination, and evaluation of the human resource function and oversees the ancillary departments of education and culinary services. this position serves as a member of the organizations senior management team which provides visionary and progressive direction to strategic and operational planning, quality, and financial decision-making.  responsible to provide for the safety and quality of care, treatment, and services of all patients by working with other leaders to review and approve policies and procedures, solve problems, manage conflict, maintain ethical standards, and ensure practices that promote safety and quality. responsibilitiesdevelop hr strategy and plans to support riverwoods mission and strategic vision.develops andor interprets employment law, policies, and procedures. ensures that the highest standards of employment practices are advanced throughout all departments on a consistent basis in practice and performance. develop and implement comprehensive compensation and benefits plans that are competitive and cost-effective.provide overall leadership and guidance to the hr function by overseeing talent acquisition, career development, succession planning, retention, training, leadership development, compensation, and benefits. develop comprehensive strategic recruiting and retention plans to meet the human capital needs of strategic goals.
qualificationsto perform this job successfully, an individual must be able to perform each essential duty satisfactorily. the requirements listed below are representative of the knowledge, skill andor ability required. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.","human resources management, compensation and benefits planning, talent acquisition, training and development, strategic planning, policy development, leadership, communication, problem solving, conflict management, teamwork, decision-making, employment law, succession planning, ethical standards, visionary thinking",0
0,"executive director of human resources, spaulding rehabilitation hospital","reporting to the regional vice president for human resources, specialty hospitals, the executive director, human resources will partner with the rvp of hr to deliver the highest quality leadership and drive talent strategy for the spaulding rehabilitation hospital spaulding, including spaulding boston, spaulding cambridge, spaulding brighton, spaulding cape cod and all ambulatory sites.the executive director, hr consults with executive leadership to deliver strategic workforce plans to enhance the objectives of spaulding and support its growth.this role requires collaboration between their hrbp team and the center of excellence coe leaders to provide innovative, creative solutions that are delivered on time and on budget.this position requires a results-focused, forward-thinking human resources professional with strong change management skills, able to play an important role in leading core hr functions and strategic initiatives that support the mission and vision of these organizations.

responsibilities include the development and implementation of plans andor initiatives to optimize hr support and facilitate achievement of organizational goals through leaders and employees.

 in collaboration with the spaulding executive leadership team and the rvp, develops and implements a talent strategy to support the mission and vision of spaulding, consistent with the mgb system transformation, and service line development across the mgb system.develops and implements human capital plans to support efficient and effective operations and partners with operational leaders on change management.  identifies  understands key strategic goals of the organization to ensure alignment of required hr business partner hrbp resources and support for success. develops and implements action plans and metrics in collaboration with the hrbps.  assesses current structure of hrbp model and makes recommendations for how to improve effectiveness of spaulding strategic hrbp modelstructure, consi...","hr management, talent strategy, change management, workforce planning, employee relations, recruitment and retention, compensation and benefits, hris, leadership development, organizational development, data analysis, performance management, operational transformation, collaboration, communication, problem solving, leadership, strategic thinking, interpersonal skills, conflict resolution, adaptability, coaching, feedback reception, diversity and inclusion, strategic hrbp model, human capital planning",0
0,human resources coordinator,"please no solicitations from rd party agencies. we respect the work you do, but will not be outsourcing the recruitment of this position.
human resources coordinator  diy media group is excited to announce the job opening for an hr coordinator. in this role, youll be supporting a small hr team and very quickly gain exposure to all areas within hr. you will immediately contribute to the teams success as you learn best practices for hr administration. as you master new skills, youll take ownership of hr processes and projects of increasing responsibility. this role is part of a documented career path to support your growth into an hr generalist. because the hr coordinator will report directly to the vice president of human resources, youll have direct access and visibility to a member of diys c-suite. the hr team supports approximately + employees with approximately  reporting onsite for manufacturing positions and  working remotely nationwide. to best support our manufacturing employees, the hr coordinator will report full-time onsite to our pennsauken, nj south jerseyphiladelphia area headquarters. once trained and able to work independently, the hr coordinator will have the option to work from home one day per week. educationalexperience requirementsbachelors degree in hr or in business with a concentration in hr. direct work experience such as an hr internship, hr certification or relevant military experience may be considered in lieu of a degree. must possess a basic understanding of employment laws such as fmla, ada, flsa, etc.previous hrisatsreporting experience is a plus. responsibilities  tasks this is a brief overview. a detailed job description will be provided as part of the interview process.be the primary point of contact for general hr support such as designing employee announcements and recognition via canva for our communications board creating and deactivating employee id badges resetting system passwords and fulfilling requests for unemployment and ...","microsoft office, communication, interpersonal skills, time management, teamwork, attention to detail, problem solving, bilingual skills, hris, ats, canva, paylocity, plansource, employment laws, flexibility, trustworthiness",0
0,human resources generalist,"were not just in the packaging businesswere in the wow business

pregis is in the packaging business to protect what matters. we are committed to providing our customers and employees sustainable growth through purpose-driven innovation and customer-centric packaging solutions. if you are looking for a company that is thriving across various high growth industries and is innovative, customer focused, high integrity, believes in strong teamwork and collaboration, pregis is the company for you. check out the pregis purpose to learn how sustainability and social responsibility is at the very core of our company dna. 

position summary 
pregis corporation, a leading global provider of innovative packaging solutions, seeks a human resources generalist based at its plymouth, in manufacturing facility. 
this individual will be primarily responsible for the day-to-day administration of human resources programs and processes for plant personnel including compensation, benefits, training and recruiting, and will also support the talent needs of the salaried team in the location. this position will also support employee engagement and health and safety initiatives including building a strong safety culture, completing safety training, and initiating accident investigation when necessary.  
responsibilities 
responsible for all aspects of talent and culture in the location partner closely with the plant manager and leadership team to ensure a safe and engaged workforce.work with plant manager to determine plant level staffing participatecoordinate recruitment efforts for exempt, non-exempt, and temporary workers within process and procedurerecruit for all hourly roles in the plant and manage all temp laborpartner primarily with plant manager as well as other department leads to assess, respond and escalate employee issues as needed to ensure appropriate resolution.process pre-employment requirements including drug tests and background checks as required.complete orientation and...","human resources administration, recruitment, employee engagement, compensation management, benefits administration, microsoft office suite, data compliance, communication, problem solving, conflict management, proactive approach, multitasking, teamwork, calm under pressure, ownership and drive, safety training, accident investigation, bilingual communication",0
0,human resources coordinator,"be a part of our revolutionary missionour mission is to become the first truly global people-focused fb brand. to achieve this, we strive to create a culture based around our virtues and operational excellence within our three company focus areas a high degree of employee engagement, delivering great guest experiences and securing a strong financial performance.our unique company culture is the backbone of our companys success, which relies on our employees to adhere to and promote our company virtues positive attitude, inclusion, social ties, and growth.we consist of a diverse range of people with different and unique skill sets, who all have in common that theyre extremely passionate about their work. we are first and foremost looking for a person with the right mindset and personality.
job summary  what its all about
as a human resources coordinator, you will play a crucial role in our hr team, supporting various functions to ensure the smooth operation of hr processes. your responsibilities will include assisting with onboarding, and employee relations, as well as handling administrative tasks. youll be responsible for coordinating recruitment efforts, facilitating new hire onboarding, managing employee inquiries, and maintaining accurate records. were seeking a detail-oriented individual with excellent communication skills and a proactive approach to join our team and contribute to the success of our organization.success as a human resources coordinator demands strong communication, attention to detail, adaptability, and ethical integrity. it hinges on adeptly managing administrative tasks, navigating diverse interactions, and upholding hr policies with discretion. proactivity and collaboration foster positive relationships and contribute to a thriving organizational culture.
key responsibilities  what youll do
employee onboarding and training coordinate and facilitate new employee orientation and onboarding process, ensure all necessary paperwork, training mat...","employee onboarding, record keeping, hr software, data protection compliance, administrative tasks, recruitment coordination, performance evaluations, hr policies, communication, attention to detail, adaptability, proactivity, collaboration, interpersonal skills, problem solving, ethical integrity",0
0,vice president human resources,"visiting nurse health system, celebrating its th anniversary, is looking for a dynamic, mission-driven human resource vice president to lead the human resources operation. we are a not-for-profit organization of  employees in sandy springs, ga, providing home health, hospice, palliative, and community care services across the atlanta metro area. the vice president of human resources is responsible for the overall strategic direction and oversight of the human resources function, including recruitment, compensation, employee benefits, employee relations, payroll, employee health, leadership development, and compliance with federal and state regulations. the position will report to the president and ceo. our current vp of human resources is retiring and will provide onboarding and active support throughout . the ideal candidate will take us over the finishing line of a significant redesign in human resources operations, process improvements, staffing, and implementation of adps workforce now platform. we need someone whose hr leadership runs wide and deep, focusing on strategy, innovation, and technology with a people-first mindset. at vnhs, data is a driving focal point to support impactful hr frameworks that successfully attract, reward, develop, and retain top talent. if you are an engaging leader who loves a challenge with broad-based technical hr skills and your heart, experience and qualifications align with what we seek, click to send your resume. visiting nurse health system provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.  
","strategic direction, recruitment, compensation, employee benefits, employee relations, payroll, process improvements, hr technology, communication, innovation, problem solving, people-first mindset, engagement, collaboration, employee health, leadership development, compliance, adp workforce now, data analysis, leadership",0
0,human resources generalist,"hr generalistwe are seeking an experienced hr generalist to join our team and support various human resources functions. the ideal candidate will have a comprehensive understanding of hr principles and practices, excellent communication skills, and the ability to handle multiple tasks efficiently. the hr generalist will be responsible for recruitment, employee relations, performance management, benefits administration, and other hr-related tasks to ensure the smooth operation of the organizations human resources department.
responsibilitiesrecruitment and onboardingmanage the full recruitment cycle, including job postings, screening resumes, conducting interviews, and making hiring recommendations.coordinate and conduct new employee orientation programs to ensure smooth onboardingemployee relationsserve as a point of contact for employee inquiries and concerns, providing guidance and support as needed.address employee relations issues promptly and effectively, fostering a positive work environment.performance managementadminister performance appraisal processes, including goal setting, performance reviews, and development planning.provide coaching and support to managers and employees to improve performance and achieve organizational goals.benefits administrationmanage employee benefits programs, including health insurance, retirement plans, and other perks.assist employees with benefits enrollment, changes, and inquiries.hr policies and complianceensure compliance with all federal, state, and local employment laws and regulations.develop and maintain hr policies and procedures, ensuring they are up-to-date and communicated effectively.training and developmentidentify training needs and develop programs to enhance employee skills and knowledge.coordinate employee training sessions and workshops.hr data managementmaintain accurate employee records and hr databases.generate hr reports and analytics as needed for management review.hr projects and initiativesparticipate...","hr principles, recruitment, employee relations, hr policies and compliance, training and development, hr data management, communication, interpersonal skills, organizational skills, time management, discretion, problem solving, collaboration, performance management, benefits administration, hr certification",0
0,director of human resources,"our client is a growing private equity firm based in miami, fl that specializes in investments across various industries and are committed to fostering growth and innovation in their portfolio companies. as a dynamic and forward-thinking firm, they are seeking a highly skilled director of human resources to join their team and contribute to their continued success.
 
 as the director of human resources, you will play a pivotal role in creating the hr department from scratch in their new accounting division. this is a solo role, so no prior people management experience is required. this position reports directly to the executive leadership team and requires a hands-on approach to building and managing hr functions from the ground up. the ideal candidate will have extensive experience in establishing hr frameworks, particularly in the context of mergers and acquisitions and will thrive in a solo practitioner role with no direct reports.
 
 director of human resources responsibilitiesdevelop and implement hr policies, procedures and initiatives tailored to meet the unique needs of a growing pe firmestablish and maintain hr infrastructure, including but not limited to, payroll, employee relations, performance management, compensation and benefits, talent acquisition and compliancelead the hr due diligence process for mergers and acquisitions, ensuring seamless integration of new entities into the organizationprovide strategic guidance to senior management on hr-related matters, including workforce planning, organizational design and employee engagementserve as a trusted advisor to employees at all levels, addressing inquiries, concerns and providing guidance on hr-related issuescollaborate with external vendors and legal counsel as necessary to ensure compliance with federal, state and local regulationschampion a culture of diversity, equity and inclusion, fostering an environment where all employees feel valued and empowered to succeedstay abreast of industry trends an...","hr policies, payroll, employee relations, performance management, compensation and benefits, talent acquisition, hris systems, microsoft office suite, organizational design, communication, problem-solving, interpersonal skills, integrity, professionalism, autonomy, resilience, adaptability, trustworthiness, hr infrastructure, compliance, mergers and acquisitions, workforce planning, employee engagement",0
0,human resources manager,"why join groupestahlwe value worklife balance.as a family-owned business, we know our work family is just one aspect of life. we offer flexibility in the workplace to accommodate life outside of work. we offer generous pto packages and opportunity to earn addition time off throughout the year.we take health and wellness seriously.we offer comprehensive benefits packages with low premiums and front-end deductibles. contribute pre-tax dollars to your fsa or hsa accounts. earn additional pto by participating in healthy activitieswe dont believe in just getting a job we believe in careers.with ongoing training and opportunities for personal development, we believe in fostering career growth. looking to take your career to the next step we offer tuition reimbursementwe believe in making a difference and having fun while doing it.whether were eating hot dogs to celebrate coney day or playing hockey with detroit red wings alumni to raise money for michigan disabled veterans. were a family-owned company who has family-friendly fun year-round were all about having fun and making a difference.need more reasons to join stahls read more about other benefits and perks herewhat we dogroupestahl is a leading international manufacturer, distributor, and direct supplier in the field of custom textile printing.
the human resource manager will lead and direct the routine functions of the human resources hr department including hiring and interviewing staff, administering pay, benefits, and leave, and enforcing company policies and practices.
supervisory responsibilitiesrecruits, interviews, hires, and trains new staff in the department.oversees the daily workflow of the department.provides constructive and timely performance evaluations.handles discipline and termination of employees in accordance with company policy.
dutiesresponsibilitiespartners with the leadership team to understand and execute the organizations human resource and talent strategy particularly as it relates to curr...","human resources management, employment law, talent acquisition, microsoft office suite, hris, data analysis, performance evaluation, conflict resolution, training and development, recruitment, benefits administration, communication, interpersonal skills, organizational skills, problem solving, integrity, professionalism, attention to detail, negotiation, delegation, confidentiality",0
0,human resources director,"insero talent solutions is recruiting a human resources director for a fast growing manufacturing company in ithaca, ny.
overviewas the hr director, you will be responsible for leading and managing all aspects of the human resources function within our organization. you will play a critical role in developing and implementing hr strategies, policies, and programs to support our business objectives and foster a positive work environment. reporting directly to the president and ceo, you will serve as a key member of the senior leadership team.
key responsibilitiesstrategic hr planning develop and implement hr strategies aligned with the companys goals and objectives. collaborate with senior management to identify hr priorities and initiatives. anticipate and address future hr needs to support organizational growth and change. talent acquisition and management oversee the recruitment and selection process to attract and retain top talent. develop and implement effective onboarding and retention strategies. ensure fair and equitable compensation and benefits structures. lead performance management efforts, including goal setting, evaluations, and career development. employee relations and compliance provide guidance and support on employee relations issues, ensuring fair and consistent resolution. ensure compliance with all relevant employment laws and regulations. develop and enforce company policies and procedures. promote a culture of diversity, equity, and inclusion throughout the organization. training and development identify training and development needs and design relevant programs. oversee employee training initiatives to enhance skills and capabilities. foster a culture of continuous learning and professional growth.hr operations and administration manage hr systems and processes, including payroll, benefits administration, and hris. oversee the administration of employee records and documentation. ensure accuracy and integrity of hr data and reporting. leade...","talent acquisition, employee relations, compliance with employment laws, training and development, hris management, payroll administration, data reporting, hr policies development, coaching and mentorship, leadership, communication, interpersonal skills, collaboration, problem solving, relationship building, adaptability, continuous learning, hr strategy development, performance management, diversity and inclusion initiatives, stakeholder management, strategic thinking, influence",0
0,"intern, talent management, human resources","locations

chicago, illinois, doral, florida

details

kemper is one of the nations leading specialized insurers. our success is a direct reflection of the talented and diverse people who make a positive difference in the lives of our customers every day. we believe a high-performing culture, valuable opportunities for personal development and professional challenge, and a healthy work-life balance can be highly motivating and productive. kempers products and services are making a real difference to our customers, who have unique and evolving needs. by joining our team, you are helping to provide an experience to our stakeholders that delivers on our promises.

kemper proudly serves growing niche and underserved markets by providing appropriate and affordable insurance and financial solutions. this is enabled by a team of dynamic, innovative employees who act like owners and are continually driven by  intellectual curiosity ,  analytical superiority,  and  being world-class operators. 

 kemper scholars internship program 

kemper scholars internships will enable you to broaden your understanding of the business, make valuable connections, and set a course for your professional journey with us. you will work on special projects that positively impact our business and our customers. kemper is looking for students who love to problem solve and are willing to make real-life impact on projects that may involve the senior executives to front-line associates. we deliver meaningful experiences in various internship areas like product development, claims, operations, finance, it, data analytics, and much more. are you ready to create your own journey by joining ours dedicated program managers and knowledgeable mentors. lasting career connections with fellow interns.

what kempers internship provides

 -  week paid fallspringsummer internshipchallenging projects that support the companys objectivesreal-time constructive feedbacka resource team to assist with training and car...","microsoft office suite, performance management, project coordination, documentation, training administration, collaboration, communication, problem solving, dependability, relationship building, adaptability, eagerness to learn, data analysis, sharepoint",0
0,human resources generalist,"human resources generalist job description
position summarythe human resources generalist executes and supports a variety of human resource functions including recruiting, benefits, talent developmenttraining, employee relations, compensation, succession planning, compliance, safety, and record management. provides guidance to management and employees on routine to moderately complex human resource issues, concerns, policies, and practices in accordance with applicable policies, procedures, standards, and regulations. this position will seek consultative guidance and report to the director of human resources.
this position will have the opportunity to work from home one day per week.
 essential functionsassist in recruitment and onboarding processes, including job posting, screening candidates, conducting interviews, and facilitating new employee orientation.administer employee benefits programs, including health insurance, retirement plans, and other perks.handle employee relations issues, including conflict resolution, disciplinary actions, and performance management.maintain accurate and up-to-date employee records, including attendance, leaves, and personal information.assist in developing and implementing hr policies and procedures in compliance with labor laws and regulations.coordinate training and development initiatives for employees to enhance skills and knowledge.support payroll processing and ensure accuracy in payroll records and deductions.conduct regular audits of hr processes to ensure compliance and efficiency.assist with hr reporting and analytics to provide insights and support decision-making.collaborate with the management team on strategic hr initiatives and projects.
qualifications and experience bachelors degree in human resources, business administration, or related field.proven experience as an hr generalist or similar role, preferably in a manufacturing environment.strong knowledge of hr principles, practices, and employment laws.excellent...","recruiting, employee benefits administration, conflict resolution, hr policies and procedures development, payroll processing, hr reporting and analytics, training and development coordination, communication, interpersonal skills, integrity, team collaboration, problem solving, hris workday, ms office suite, compliance with labor laws",0
0,senior human resources business partner,"senior human resources business partner for epic brokers will use their outstanding people skills to lead, plan and direct our talent policies, activities, and drive employee engagement and culture where all employees can thrive by developing and supporting programs targeted throughout the employee lifecycle and will ensure that our human resources programs and initiatives are effective, efficient, and aligned to overall business objectives and talent strategy. this is a hybrid role that has in office requirements - days a week to our alpharetta location.

essential duties and responsibilities

ability to assist regional leaders with retaining and developing talent.work directly with hr management to help with regional forecasting of staffing needs.provide regional finance with cost parameters associated with hiring, training, and retaining top talent.works to assist managers with mitigating conflicts.drive hr programs across their populations.participates in developing department goals and objectives.ensures compliance with laws and regulations.develops new job descriptions with managers and amends existing job descriptions.ability to partner with centers of excellence for hr analytics, technology, and career development opportunities for their population.proactively lead and drive hr projects and initiatives.critically identify areas of opportunity within the business, diagnosis issues and provide strategic solutions to resolve.monitors the business and talent using a variety of kpis and presents relevant data to business leaders.administers and provides guidance for the performance evaluation program.assures wage administration policies are equitable and appropriate within the guidelines of the corporate budget, marketplace considerations and job analysis.provides advice and guidance on employee relations issues, progressive discipline, and documentation requirements to hr management.ability to manage from start to end an employee relations case while providing g...","hr management, employee relations, conflict management, talent development, hr analytics, federal and state employment laws, project management, powerpoint, excel, presentation skills, interviewing and assessment, workforce development, culture alignment, communication, teamwork, analytical skills, decision-making, organizational skills, independence, multi-tasking, work ethic, people skills, relationship building, adaptability, confidentiality, ma experience, smartsheet",0
0,human resources director,"position summarygeorgetown preparatory school, the nations oldest jesuit high school, is currently seeking a human resources director for our campus located in north bethesda, maryland.the human resources director plans, develops and implements strategies that help ensure that georgetown preparatory schools mission is reflected in our professional culture, policies and people. the role encompasses various human resources functions, including benefits, compensation, faculty and staff and administration relations, staff development and training, performance management and evaluation, recognition programs, hiring and hr policy development and compliance. the hr director partners with senior administration members on policies and programs to ensure the school is in alignment with best practices in school human resources strategies, serves as an accessible resource to all school employees on hr related matters and helps foster an overall culture that supports the retention and satisfaction of our talented faculty and staff. this position reports to the president, and is a member of the presidents cabinet.
primary areas of responsibility
employee relationsemployees on benefits, management issues, professional development, etc.trainings on relevant hr and workplace issueswith school and departmental leadership on employee development, evaluation, recognition and other areasas a resourcemediator to help ensure positive outcomes to employee issues
employee lifecycle
personnel files and produce reports for outside entities to comply with local government and federal regulations as neededand maintain job descriptions for all positionswith departmental heads to place employment ads and screen resumes for open positionsperformance review and evaluation processbackground check process for incoming employees, camp counselors and volunteersand maintain the maryland employment history review process and recordsonboarding and offboarding for all employees full time, part time and sea...","human resources management, employee relations, benefits administration, compliance, performance management, training and development, payroll systems, microsoft office, data analysis, employment law knowledge, communication, teamwork, initiative, confidentiality, attention to detail, problem solving, interpersonal skills, independence, leadership, adaptability, hr policy development, background check process, job description maintenance",0
0,human resources director,"director of human resources - et global  responsible for overseeing all aspects of all hr management within the company. this includes recruitment, employee relations, benefits and compliance. key responsibilities hris systems
research and implement an improved hris platform work in conjunction with home office to evaluation global system opportunities
recruitment and staffing develop and implement effective recruitment strategies.managing onboarding and orientation processes for new employees  employee relations  address employee concerns, conflicts, and grievances in a fair and compassionate mannerpromote a culture of open communication and teamwork devise and monitor employee performance and provide feedback and coaching implement a performancedevelopment management process.develop and improve job descriptions and a job grading process benchmark against the industry and competition  compliance ensure compliance with federal, state, and local labor laws and regulations   benefits administration administer employee benefit programs, including health and retirement plans annually evaluate programs and seek competitive alternatives.directs the workers comp programlead and develop employee recognition programs  qualifications bachelors degree in hr or related fieldexcellent communication skills we are an equal-opportunity employer. we celebrate diversity and create an inclusive environment for all employees. all qualified applications will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.  benefits  kk matchingdental insurancehealth insurancelife insurancepaid time offvision insurance","employee relations, performance management, communication, teamwork, conflict resolution, coaching, problem solving, leadership, hris systems, recruitment strategies, compliance with labor laws, benefits administration, job grading process, data analysis, empathy",0
0,human resources lead,"we are in search of a proactive and strategic-minded hr lead, to pilot all aspects of hr for cm hold co and all of its brands. this is a singular hr position, so having a breadth of generalist experience will be vital to meeting the needs of the companys. 
in this role, you will report directly to the ceo of cm hold co and will have one experienced recruiter as a direct report. it will be a hybrid work schedule, requiring up to  days per week in our pasadena office. 
most importantly we are looking for someone who wants to be an ambassador for our culture, aligning our values and its people, serving our staff by providing systems and clarity around how we are here to equip, provide for, and support our staffs goals, needs, and potential. this role is an exciting opportunity to make a significant impact on our companys future. 
role responsibilitieslead, facilitate, and optimize the delivery of consistently excellent hr services in the areas of onboarding, employee communications, organizational development, training, performance management, employee relations, benefits, compensation, compliance, and mentoring.provide mentoring to management and employees to resolve conflicts, improve team effectiveness, and ensure support of organizational changes and business plans. drive diversity, inclusion, and people culture initiatives in a multicultural environment. proactively lead the creation and refinement of hr policies, processes, and practices to adapt to the evolving needs of the businesses within cm hold co. oversee the companys hr systems and provide solutions to improve the employee experience and minimize hr risk.partner with a third-party benefits broker or company to administer employee benefits, such as medical, dental, vision, k, etc. also responsible for leading annual open enrollment and benefit negotiations.manage relationship with payroll provider, paylocity as well as administer semi-monthly payroll in partnership with the finance team, which includes sup...","data analysis, strategic planning, mentoring, communication, leadership, problem-solving, adaptability, teamwork, self-starter, empathy, motivation, strategic thinking, hr policies, employee onboarding, performance management, employee relations, hris hibob, benefits administration, payroll management, compliance, budgeting, risk management, diversity and inclusion initiatives, staffing strategies, employee engagement surveys, entrepreneurial mindset, active listening, cultural ambassador",0
0,human resources administrative assistant,"monday - friday - with some flexibility to -pm a couple of times a month.
ideal candidate must have administrative skills, some hr would be good, but not required. needs to be comfortable with computers.
very administrative position.

this position supports hr manager and hrbp to successfully implement local initiatives, and execute regional and corporate programs. help to create an environment to attract, develop, retain and engage talent throughout the opco to deliver business goals. responsibilities include executing of transactional core hr processes e.g. coordinate and conduct new associate orientation, unemployment claims processes, onboarding and exit interviews, transitional return to work, leave administration, osha reporting, etc., providing coaching and guidance to associates and supervisors regarding policy and procedure, supporting hiring managers and talent acquisition to support recruitment and staffing plans, supporting and maintaining etime system and payroll-related activities, supporting hrbp to drive an inclusive and diverse culture, administer programs to enhance employee engagement and satisfaction levels.","administrative skills, hr processes, computer proficiency, onboarding, communication, teamwork, problem solving, flexibility, organizational skills, interpersonal skills, payroll administration, osha reporting, leave administration, employee engagement programs, coaching",0
0,human resources coordinator,"since , davis-ulmer sprinkler co. has been providing full-service fire sprinkler, suppression, alarm, and security systems to its customers, while maintaining our reputation as being one of the best companies in the business in the northeast region. davis-ulmer contributes its success to their loyal employees and customers. the companys overall work force has grown and as we move forward, we foresee continued expansion throughout the northeast.
at davis-ulmer we believe that investing and empowering our employees as leaders develops an organization that delivers innovative solutions and services that create a superior customer experience. the unique blend of our leaders abilities and the ownership of their work, combined with our culture and values, creates something that is simply described as the davis-ulmer difference.
due to continued growth, we are actively seeking an experience hr coordinator to join our davis-ulmer support team in rochester, ny. as the hr coordinator, you will be responsible for providing administrative support to the people team.
job responsibilities
human resources
sets up new hire drug testing and complete the new hire background checks following company and collective bargaining agreement policies.maintains electronic employee files.processes leave of absence and disability claims.updates payroll system with benefit deduction changesemployee liaison for benefit questions and open enrollmentupdate the learning management system lms with new hire follows-through to ensure completion.assist in posting jobs on the application tracking website and work with branches on set-up of interviews, follow-through with candidates.facilitates new hire orientation and updates as needed.may perform internal annual audits of processes and procedures.other related duties as assigned.safety
administer the safety incentive program to ensure points are distributed as per the policy.assists with onboarding of new hires and sets up training reminders, as well as...","hr administration, background checks, payroll processing, employee file management, job posting, safety program administration, computer proficiency, confidential information handling, certifications shrm, phr, customer service, communication, prioritization, initiative, dependability, attention to detail, teamwork, self-starter, leave of absence processing, lms management, advanced excel",0
0,hybrid human resources manager,"job summarycompanyare you a passionate hr leader with a proven track record in building a thriving workplace culture do you have a strong commitment to compliance and a knack for turning high-volume recruitment into a seamless process then this role is for you we are looking for a hr manager ready that participates in the full employee life cycle from recruitment, hiring, and retention. this opportunity is located at health service agency in the district columbia. in addition, this position offers a hybrid schedule with the opportunity to work from home. 
responsibilitieslead all aspects of the hr function, including recruitment and onboarding, employee relations, benefits administration, training and development, performance management, policy development, and compliance.partner with the executive team to develop and implement hr strategies that align with our organizational goals.oversee the entire recruitment process, from attracting top talent to onboarding new hires, with a focus on efficiency and effectiveness. manage a high volume of recruitment needs, typically filling - roles per month, with the ability to surge for special projects up to  roles.champion a culture of continuous learning and development by creating and implementing comprehensive training programs for all staff.ensure adherence to all federal, state, and local employment laws and regulations.maintain strong relationships with employees and cultivate a positive and respectful work environment.champion the use of technology to streamline hr processes and improve efficiency.
qualificationsbackground profilea minimum of  years of leadership experience in hr functions.a bachelors degree in hr management, business administration, communication, or a related field masters degree preferred.phr or sphrscp certification desirable.proven ability to multi-task effectively in a fast-paced environment.demonstrated experience working within the non-profit sector.strong understanding of shrm principles.profi...","hr management, recruitment, onboarding, employee relations, benefits administration, leadership, communication, multi-tasking, problem solving, relationship building, adaptability, teamwork, training and development, performance management, policy development, compliance, hr technology platforms, shrm principles, diversity and inclusion, healthcare credentialing, cultural awareness",0
0,vice president of human resources r,"the vice president of human resources business partners for agrisompo is responsible for aligning agrisompos business objectives with its employees and leaders to enable strategy, shape behaviors and drive results.  the role will lead, partner, and influence the business with key hr decisions and actions around organizational design, performance management, talent acquisition, employee relations, compensation, employee engagement and diversity and inclusion. most importantly, the vp hrbp will manage and develop a highly dynamic, business facing hr team through our next phase of growth and change.  this role will support agrisompo north american and agrisompo international which currently includes employees in united states, bermuda, italy and brazil. 
key member of the agrisompo executive group+ that will develop, lead and drive people initiatives working leader includingexecution of all aspects of hrbps within the agrisompo bu including talent management, performance management, talent acquisition, employee relations, compensation, employee engagement, organizational development and diversity and inclusion. managing the headcount for in line with the strategic growth plans. utilizing workday to its full potential for hr processes and procedures. identify staffing requirements and sourcing strategies needed to meet the goals and objectives of the business. drive sourcing, recruitment, interview, and selection processes in coordination and collaboration with our talent acquisition team. ensure diversity  inclusion initiatives are supported and integrated into hr deliverables including recruiting and development. provide employee relations management that creates a positive organizational culture and minimizes risk. investigate and resolve employee complaints, issues and concerns regarding employment practices. implement and execute performance management programs and procedures, including but not limited to performance appraisals and performance improvement plans. pa...","excel, microsoft office, analytical skills, recruiting, employee relations, performance management, organizational development, leadership, communication, teamwork, critical thinking, project management, customer focus, managing others, change management, relationship building, hris, workday, data management, compensation planning, diversity and inclusion, coaching",0
